tsHour,wardId,serviceCollected,serviceMissed,servicePartial,estimatedKg,binsCleared,complaintsCount,unresolvedComplaints,overflowPoints,avgSeverity,tempC,rainMm,windKph,precipMm,precipProb,f_complaints_24h,f_unresolved_24h,f_missed_24h,f_overflow_24h,f_estKg_24h,futureDemandScore,riskClassNext24h,hour,dayOfWeek
2026-01-08 14:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,1.0,342.71,17.0,1.0,1.0,1.0,5.0,30.68,0.0,12.07,0.0,0.04,1.0,1.0,0.0,1.0,859.04,4.35904,LOW,14,3
2026-01-08 15:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,859.04,4.35904,LOW,15,3
2026-01-08 16:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,859.04,4.35904,LOW,16,3
2026-01-08 17:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,859.04,4.35904,LOW,17,3
2026-01-08 18:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,859.04,4.35904,LOW,18,3
2026-01-08 19:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,859.04,4.35904,LOW,19,3
2026-01-08 20:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,859.04,4.35904,LOW,20,3
2026-01-08 21:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,21,3
2026-01-08 22:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,28.91,0.0,9.23,0.0,0.19,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,22,3
2026-01-08 23:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,23,3
2026-01-09 00:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,0,4
2026-01-09 01:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,1,4
2026-01-09 02:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,2,4
2026-01-09 03:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,3,4
2026-01-09 04:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,4,4
2026-01-09 05:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,5,4
2026-01-09 06:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,6,4
2026-01-09 07:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,7,4
2026-01-09 08:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,859.04,7.85904,LOW,8,4
2026-01-09 09:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1413.91,8.41391,LOW,9,4
2026-01-09 10:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,554.87,18.0,0.0,0.0,0.0,0.0,29.04,0.0,14.9,0.0,0.15,3.0,3.0,0.0,2.0,1413.91,9.91391,MEDIUM,10,4
2026-01-09 11:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,30.56,0.0,14.95,0.0,0.03,3.0,3.0,0.0,2.0,897.58,9.39758,MEDIUM,11,4
2026-01-09 12:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,1314.3700000000001,9.81437,MEDIUM,12,4
2026-01-09 13:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,1.0,416.79,3.0,0.0,0.0,0.0,0.0,30.8,0.0,14.13,0.0,0.17,2.0,2.0,0.0,1.0,971.6600000000001,5.97166,LOW,13,4
2026-01-09 14:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,14,4
2026-01-09 15:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,268.51,4.0,1.0,1.0,0.0,1.0,31.51,0.0,10.8,0.0,0.03,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,15,4
2026-01-09 16:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,16,4
2026-01-09 17:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,17,4
2026-01-09 18:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,18,4
2026-01-09 19:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,19,4
2026-01-09 20:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,20,4
2026-01-09 21:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,21,4
2026-01-09 22:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,22,4
2026-01-09 23:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,23,4
2026-01-10 00:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,0,5
2026-01-10 01:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,1,5
2026-01-10 02:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,2,5
2026-01-10 03:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,3,5
2026-01-10 04:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,4,5
2026-01-10 05:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,5,5
2026-01-10 06:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1240.17,4.24017,LOW,6,5
2026-01-10 07:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,7,5
2026-01-10 08:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,29.16,7.2,9.93,7.2,0.78,3.0,3.0,0.0,1.0,1240.17,7.74017,LOW,8,5
2026-01-10 09:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,685.3000000000002,8.6853,MEDIUM,9,5
2026-01-10 10:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,28.39,0.0,18.15,0.0,0.2,3.0,3.0,0.0,1.0,685.3000000000002,7.1853,LOW,10,5
2026-01-10 11:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,685.3000000000002,7.1853,LOW,11,5
2026-01-10 12:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,268.5100000000001,6.76851,LOW,12,5
2026-01-10 13:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,371.23000000000013,6.87123,LOW,13,5
2026-01-10 14:00:00+00:00,ALUTH_MAWATHA,1.0,0.0,0.0,102.72,14.0,0.0,0.0,0.0,0.0,30.56,0.0,9.04,0.0,0.01,2.0,2.0,0.0,1.0,102.72000000000011,5.10272,LOW,14,5
2026-01-10 15:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,102.72000000000011,5.10272,LOW,15,5
2026-01-10 16:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,102.72000000000011,6.60272,LOW,16,5
2026-01-10 17:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,28.48,0.0,9.32,0.0,0.05,3.0,3.0,0.0,1.0,102.72000000000011,6.60272,LOW,17,5
2026-01-10 18:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,102.72000000000011,6.60272,LOW,18,5
2026-01-10 19:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,102.72000000000011,6.60272,LOW,19,5
2026-01-10 20:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,102.72000000000011,8.10272,LOW,20,5
2026-01-10 21:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,28.05,0.0,12.75,0.0,0.18,5.0,5.0,0.0,1.0,102.72000000000011,9.60272,MEDIUM,21,5
2026-01-10 22:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,29.53,0.0,6.74,0.0,0.18,5.0,5.0,0.0,1.0,102.72000000000011,9.60272,MEDIUM,22,5
2026-01-10 23:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,102.72000000000011,9.60272,MEDIUM,23,5
2026-01-11 00:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,102.72000000000011,9.60272,MEDIUM,0,6
2026-01-11 01:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,102.72000000000011,9.60272,MEDIUM,1,6
2026-01-11 02:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,102.72000000000011,9.60272,MEDIUM,2,6
2026-01-11 03:00:00+00:00,ALUTH_MAWATHA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,102.72000000000011,9.60272,MEDIUM,3,6
